name_id;full_name;height;weight;date_of_birth;birthplace;position;footedness;roster_category;player_category;position_detail;preferred_side
paulo-jr;Paulo Jr.;5' 7";159 lbs;1.23.1989 (36);Teresina, Brazil;Forward;;;;;
pavel-pardo;Pável Pardo;5' 10";150 lbs;7.26.1976 (48);Guadalajara, Mexico;Midfielder;;;;;
pavel-bucha;Pavel Bucha;5' 10";154 lbs;3.11.1998 (27);Mělník, Czech Republic;Midfielder;;;;;
pecka;Wellington Paeckart;5' 6";152 lbs;5.2.1989 (35);Rio de Janeiro, Brazil;Midfielder;;;;Defensive Midfielder;Centre
pau-vidal;Pau Vidal;;;3.24.2002 (23);unknown, Spain;Forward;;;;;
paxton-pomykal;Paxton Pomykal;5' 8";163 lbs;12.17.1999 (25);Lewisville, TX, USA;Midfielder;;Senior;;;
pedro-amador;Pedro Amador;5' 11";;12.18.1998 (26);Loures, Portugal;Defender;;;International;;
pedro-baez;Pedro Baez;5' 11";170 lbs;1.15.1997 (28);San Estanislao, Paraguay;Forward;;;International;Unknown;Unknown
pedro-alvarez;Pedro Alvarez;5' 10";163 lbs;5.5.1970 (54);Itagui, Colombia;Midfielder;;;;;
pc;Victor Giro;5' 8";150 lbs;3.10.1994 (31);São Paulo, Brazil;Midfielder;Left;;;;
paxten-aaronson;Paxten Aaronson;5' 9";139 lbs;8.26.2003 (21);, NJ USA;Midfielder;Right;Supplemental Slots 25-28;Homegrown;Unknown;Unknown
pedro-ribeiro;Pedro Ribeiro;6' 4";207 lbs;6.13.1990 (34);Belo Horizonte, Brazil;Midfielder;;;;;
peguy-luyindula;Péguy Luyindula;5' 10";159 lbs;5.25.1979 (45);Kinshasa, Democratic Republic of the Congo;Forward;;;;;
pedro-fonseca-x5893;Pedro Martins;5' 9";165 lbs;4.18.2003 (21);Rio de Janeiro, Brazil;Midfielder;;;;;
pedro-cruz;Pedro Cruz;6' 2";;3.5.2004 (21);;Goalkeeper;;;;;
pedro-morales;Pedro Morales;5' 11";170 lbs;5.25.1985 (39);Hualpén, Chile;Midfielder;;;;;
peguero-jean-philippe;Peguero Jean Philippe;6' 1";185 lbs;9.29.1981 (43);Port-de-Paix, Haiti;Forward;;;;;
pedro-de-la-vega;Pedro de la Vega;5' 10";163 lbs;2.7.2001 (24);Olavarría, Argentina;Forward;;;Designated Player;;
pedro-santos;Pedro Santos;5' 10";168 lbs;4.22.1988 (36);Lisbon, Portugal;Midfielder;Left;;;Unknown;Unknown
pedro-gallese;Pedro Gallese;6' 2";174 lbs;2.23.1990 (35);Lima, Peru;Goalkeeper;Right;Senior;International;;
pedro-vite;Pedro Vite;5' 6";150 lbs;3.9.2002 (23);Babahoyo, Ecuador;Midfielder;;Signed;International, U22 Initiative;;
peter-byaruhanga;Peter Byaruhanga;5' 10";161 lbs;8.18.1979 (45);Kampala, Uganda;Forward;;;;;
percy-olivares;Percy Olivares;6' 0";170 lbs;1.1.0001 (2024);Lima, Peru;Midfielder;;;;;
pete-marino;Pete Marino;5' 8";146 lbs;4.23.1973 (51);Holbrook, NY USA;Forward;;;;;
peri-marosevic;Peri Marosevic;5' 9";161 lbs;5.5.1989 (35);Brlko, Bosnia and Herzegovina;Forward;;;;;
perek-belleh;Perek Belleh;6' 1";172 lbs;1.2.1982 (43);Lagos, Nigeria;Forward;;;;;
petar-musa;Petar Musa;6' 2";185 lbs;3.4.1998 (27);Zagreb, Croatia;Forward;;Senior;Designated Player;;
pep-biel;Pep Biel;5' 8";137 lbs;9.5.1996 (28);Sant Joan, Spain;Midfielder;;;International;;
perry-kitchen;Perry Kitchen;6' 0";159 lbs;2.29.1992 (33);Indianapolis, IN USA;Midfielder;Right;Senior;;Defensive Midfielder;Centre
peter-billmeyer;Peter Billmeyer;6' 2";185 lbs;1.1.0001 (2024);Omaha, Nebraska USA;;;;;;
pele-van-anholt;Pele van Anholt;5' 8";157 lbs;4.23.1991 (33);Sneek, Netherlands;Defender;;;;;
peter-dzubay;Peter Dzubay;6' 2";181 lbs;1.6.1984 (41);;Goalkeeper;;;;;
peter-lee-vassell;Peter-Lee Vassell;5' 11";130 lbs;2.3.1998 (27);Sain James Parish, Jamaica;Midfielder;;;;Central Midfielder;Centre
peter-hattrup;Peter Hattrup;5' 11";174 lbs;1.1.0001 (2024);Seattle, WA USA;Midfielder;;;;;
peter-mangione;Peter Mangione;;;8.25.2001 (23);;Midfielder;;;;;
peter-lak;Peter Lak;6' 2";185 lbs;4.20.1973 (51);;Defender;;;;;
peter-canero;Peter Canero;5' 8";157 lbs;1.18.1981 (44);Glasgow, Scotland;Midfielder;;;;;
peter-lowry;Peter Lowry;5' 11";165 lbs;10.2.1985 (39);Missoula, MT USA;Midfielder;;;;;
peter-luccin;Peter Luccin;5' 11";170 lbs;4.9.1979 (45);Marseille, France;Midfielder;;;;;
peter-mcglynn;Peter McGlynn;5' 11";165 lbs;5.2.1989 (35);Skerries, Ireland;Defender;;;;;
peter-molinari;Peter Molinari;;;1.28.2009 (16);;Midfielder;;;;;
peterson-joseph;Peterson Joseph;5' 8";132 lbs;4.24.1990 (34);Port-au-Prince, Haiti;Midfielder;;;;;
peter-nowak;Peter Nowak;5' 7";146 lbs;1.1.0001 (2024);Pabianice, Poland;;;;;;
peter-stroud;Peter Stroud;5' 10";150 lbs;4.23.2002 (22);unknown, USA;Midfielder;;Supplemental Slots 29-30;Homegrown;;
peter-vagenas;Peter Vagenas;5' 8";157 lbs;2.6.1978 (47);Pasadena, CA USA;Midfielder;;;;;
peyton-miller;Peyton Miller;5' 7";154 lbs;11.8.2007 (17);Unionville, CT, USA;Forward;;;;;
petter-villegas;Petter Villegas;5' 7";141 lbs;11.15.1975 (49);Esmereldas, Ecuador;Midfielder;;;;;
peter-van-deven;Peter Van Deven;;;1.1.0001 (2024);;Goalkeeper;;;;;
peter-vermes;Peter Vermes;6' 1";174 lbs;1.1.0001 (2024);Willingboro, NJ USA;;;;;;
phanuel-kavita;Phanuel Kavita;6' 1";183 lbs;3.9.1993 (32);Lubumbashi, Katanga Democratic Republic of the Congo;Defender;;;Homegrown;Central Defender;Centre
peter-woodring;Peter Woodring;5' 10";174 lbs;1.1.0001 (2024);Kentfield, CA USA;Defender;;;;;
phelipe-megiolaro;Phelipe Megiolaro;6' 1";181 lbs;2.8.1999 (26);Campinas, Brazil;Goalkeeper;;Senior;International;Goalkeeper;Unknown
philip-salyer;Philip Salyer;5' 9";161 lbs;10.30.1981 (43);Oklahoma City, OK USA;Defender;;;;;
philippe-davies;Philippe Davies;6' 0";165 lbs;12.12.1990 (34);Longueil, QC Canada;Midfielder;;;;;
phillip-lund;Phillip Lund;5' 9";159 lbs;5.9.1989 (35);Vejle, Denmark;Midfielder;;;;;
philippe-senderos;Philippe Senderos;6' 3";181 lbs;2.14.1985 (40);Geneva, Switzerland;Defender;;;;;
philip-zinckernagel;Philip Zinckernagel;5' 9";161 lbs;12.16.1994 (30);Copenhagen, Denmark;Midfielder;Right;;;;
philip-mayaka;Philip Mayaka;5' 7";135 lbs;11.30.2000 (24);Nairobi, Kenya;Midfielder;;Supplemental Slots 21-24;Generation adidas;;
phillip-ejimadu;Phillip Ejimadu;6' 2";229 lbs;8.31.1999 (25);Minneapolis, USA;Goalkeeper;Right;Supplemental Slots 25-28;;Unknown;Unknown
phillip-goodrum;Phillip Goodrum;5' 11";168 lbs;6.20.1997 (27);Nashville, USA;Forward;Left;;;Winger;Left/Right
philip-quinton;Philip Quinton;6' 6";205 lbs;11.16.1999 (25);Portland, OR, USA;Defender;;;;;
preki;Predrag Radosavljevic;5' 9";165 lbs;1.1.0001 (2024);Belgrade, Yugoslavia;Midfielder;;;;;
preston-judd;Preston Judd;6' 3";209 lbs;5.28.1999 (25);Las Vegas, NV, USA;Forward;;Supplemental Slots 21-24;;;
preston-burpo;Preston Burpo;6' 3";205 lbs;9.26.1972 (52);Bethesda, MD USA;Goalkeeper;;;;;
pity-martinez;Gonzalo Martínez;5' 7";148 lbs;6.13.1993 (31);Guaymallén, Argentina;Midfielder;Left;;;Attacking Midfielder;Centre
pierre-da-silva;Pierre Da Silva;5' 9";146 lbs;7.28.1998 (26);Port Chester, NY USA;Midfielder;Right;;;Winger;Right
pierre-reedy;Pierre Reedy;;;1.11.1998 (27);;Defender;;;;Unknown;Unknown
prince-amponsah;Prince Amponsah;5' 11";;8.30.2003 (21);Bronx, NY, USA;Defender;;;;;
pierre-cayet;Pierre Cayet;6' 0";170 lbs;7.7.1999 (25);unknown, France;Defender;;;;;
piero-elias;Piero Elias;;;9.8.2002 (22);New York City, NY, USA;Midfielder;;;;;
porfirio-lopez;Porfirio López;5' 11";172 lbs;10.9.1985 (39);San José, Costa Rica;Defender;;;;;
przemyslaw-tyton;Przemyslaw Tyton;6' 5";187 lbs;1.4.1987 (38);Zamosc, Poland;Goalkeeper;Right;Senior;International;Goalkeeper;Unknown
quinn-mcneill;Quinn McNeill;5' 11";161 lbs;8.30.1998 (26);;Midfielder;;Supplemental Slots 25-28;;Unknown;Unknown
quillan-roberts;Quillan Roberts;6' 0";194 lbs;9.13.1994 (30);Toronto, ON Guyana;Goalkeeper;;;;Goalkeeper;Unknown
quincy-amarikwa;Quincy Amarikwa;5' 9";181 lbs;10.29.1987 (37);Bakersfield, CA USA;Forward;;;;;
quavas-kirk;Quavas Kirk;6' 2";190 lbs;4.13.1988 (36);Aurora, IL USA;Forward;;;;;
rachid-el-khalifi;Rachid El Khalifi;5' 10";157 lbs;6.16.1979 (45);Rotterdam, Netherlands;Midfielder;;;;;
prince-osei-owusu;Prince Owusu;6' 3";192 lbs;1.7.1997 (28);Wertheim, Germany;Forward;Left;;;;
quentin-westberg;Quentin Westberg;6' 1";168 lbs;4.25.1986 (38);Suresnes, Paris, France;Goalkeeper;;Senior;;;
przemyslaw-frankowski;Przemyslaw Frankowski;5' 9";154 lbs;4.12.1995 (29);Gdansk, Poland;Midfielder;Right;Senior;International;Winger;Right
quinn-sullivan;Quinn Sullivan;5' 11";152 lbs;3.27.2004 (21);Philadelphia, PA, USA;Midfielder;Right;Supplemental Slots 21-24;Homegrown;;
rafael-czichos;Rafael Czichos;6' 2";190 lbs;5.14.1990 (34);Djidda, Saudi Arabia;Defender;Left;Senior;International;;
rafael-amaya;Rafael Amaya;5' 10";170 lbs;1.1.0001 (2024);Bogota, Colombia;Defender;;;;;
rafael-cabral;Rafael Cabral;6' 1";194 lbs;5.20.1990 (34);Sorocaba, Brazil;Goalkeeper;;;;;
rafael;Rafael;6' 0";179 lbs;7.13.1992 (32);Água Boa, Brazil;Forward;;;;;
rafael-navarro;Rafael Navarro;6' 0";185 lbs;4.14.2000 (24);Cabo Frio, Brazil;Forward;Right;Senior;Designated Player, International;;
rafael-baca;Rafael Baca;5' 9";161 lbs;9.11.1989 (35);Tuxpan, Michoacan Mexico;Midfielder;Right;;;Central Midfielder;Centre
rafael-ramos;Rafael Ramos;5' 7";148 lbs;1.9.1995 (30);Seia, Portugal;Defender;;;;;
rafael-gomes;Rafael Gomes;5' 11";168 lbs;12.7.1980 (44);Rio de Janeiro, Brazil;Defender;;;;;
rafael-garcia;Rafael Garcia;5' 6";150 lbs;12.19.1988 (36);Canoga Park, CA USA;Defender;;;;;
rafael-diaz;Rafael Diaz;6' 0";161 lbs;10.8.1991 (33);;Goalkeeper;;;;Goalkeeper;Unknown
rafinha;Rafinha;5' 10";154 lbs;2.3.1992 (33);Marechal Cândido Rondon, Brazil;Forward;;;;;
raimo-de-vries;Raimo De Vries;6' 2";185 lbs;1.1.0001 (2024);Den Helder, Netherlands;Forward;;;;;
rafael-romo;Rafael Romo;6' 5";201 lbs;2.25.1990 (35);Turén, Venezuela;Goalkeeper;Right;;;Goalkeeper;Unknown
rais-mbolhi-x6317;Raïs Mbolhi;6' 3";176 lbs;4.25.1986 (38);Paris, France;Goalkeeper;;;;;
rafael-robayo;Rafael Robayo;6' 0";172 lbs;4.24.1984 (40);Bogota, Colombia;Midfielder;;;;;
raivis-hscanovics;Raivis Hscanovics;5' 11";;2.15.1987 (38);Riga, Latvia;Defender;;;;;
rafael-santos;Rafael Santos;5' 11";161 lbs;2.5.1998 (27);Londrina, Brazil;Defender;Left;Senior;;;
rafa-marquez;Rafa Márquez;6' 0";165 lbs;2.13.1979 (46);Zamora, Mexico;Defender;;;;;
raimar-rodrigues-lopez;Raimar Rodrigues Lopes;;;5.27.2002 (22);;Defender;Left;;;Full Back;Unknown
raheem-edwards;Raheem Edwards;5' 8";150 lbs;7.17.1995 (29);Toronto, ON, Canada;Defender;Left;Senior;;;
ramon-sanchez;Ramon Alfredo Sanchez;6' 0";163 lbs;5.25.1982 (42);San Juan Opico, El Salvador;Midfielder;;;;;
ramon-bailey;Ramon Bailey;5' 11";161 lbs;2.22.1984 (41);;Forward;;;;;
ramiro-enrique;Ramiro Enrique;5' 7";150 lbs;5.4.2001 (23);Burzaco, Argentina, Argentina;Forward;;Senior;U22 Initiative;;
ralph-priso;Ralph Priso;5' 9";176 lbs;8.2.2002 (22);Toronto, ON, Canada;Midfielder;;Supplemental Slots 25-28;Homegrown;;
ramiro-corrales;Ramiro Corrales;6' 0";181 lbs;3.12.1977 (48);Los Angeles, CA USA;Defender;;;;;
ramon-nunez;Ramón Núñez;5' 8";154 lbs;11.14.1985 (39);Tegucigalpa, Honduras;Midfielder;;;;;
ramiro-benetti;Ramiro Benetti;5' 7";;5.22.1993 (31);Gramado, Brazil;Midfielder;;;;;
rajko-lekic;Rajko Lekic;6' 1";165 lbs;7.3.1981 (43);Copenhagen, Denmark;Forward;;;;;
ramon-abila;Ramón Ábila;5' 9";185 lbs;10.14.1989 (35);;Forward;Right;Senior;International;Striker;Unknown
ramon-ramirez;Ramon Ramirez;5' 8";157 lbs;1.1.0001 (2024);Tepic, Nayarit Mexico;Midfielder;;;;;
randy-mendoza;Randy Mendoza;5' 10";159 lbs;3.21.1996 (29);;Defender;;;;Unknown;Unknown
randy-dedini;Randy Dedini;;;1.7.1970 (55);;Goalkeeper;;;;;
randy-merkel;Randy Merkel;5' 10";170 lbs;3.20.1976 (49);Carol Stream, IL USA;Defender;;;;;
raphael-cox;Raphael Cox;5' 6";141 lbs;7.7.1986 (38);Tacoma, WA USA;Midfielder;;;;;
randi-patterson;Randi Patterson;5' 9";170 lbs;4.16.1985 (39);Hackensack, NJ USA;Forward;;;;;
raoul-petretta;Raoul Petretta;5' 9";154 lbs;3.24.1997 (28);Rheinfelden, Germany;Defender;Left;Senior;International;;
raphael-augusto;Raphael Augusto;5' 11";170 lbs;3.6.1991 (34);Rio de Janeiro, Brazil;Midfielder;;;;;
raphael-wicky;Raphael Wicky;5' 10";165 lbs;4.26.1977 (47);Leuggern, Switzerland;Midfielder;;;;;
ranko-veselinovic;Ranko Veselinović;6' 2";170 lbs;3.24.1999 (26);Novi Sad, Serbia;Defender;Right;Senior;International;;
randall-leal;Randall Leal;5' 7";163 lbs;1.14.1997 (28);San José, Costa Rica;Midfielder;Right;Senior;International;;
raul-diaz-arce;Raul Diaz Arce;5' 9";161 lbs;2.1.1970 (55);San Miguel, El Salvador;Forward;;;;;
rashawn-dally;Rashawn Dally;6' 2";201 lbs;1.14.1997 (28);Bloomfield, CT, CT Jamaica;Forward;;;;Striker;Centre
rasheed-olabiyi;Rasheed Olabiyi;6' 0";;8.8.1990 (34);;Midfielder;;;;;
raul-miglietti;Gio Miglietti;6';183 lbs;9.5.1999 (25);Hawthorne, CA, USA;Forward;;;;;
raul-mendiola;Raul Mendiola;5' 8";150 lbs;5.18.1994 (30);Ciudad Juarez, Mexico;Midfielder;;;;;
raul-fernandez;Raúl Fernández;6' 1";179 lbs;10.6.1985 (39);Lima, Peru;Goalkeeper;;;;;
rasmus-alm;Rasmus Alm;5' 9";154 lbs;8.17.1995 (29);Landskrona, Sweden;Midfielder;Right;Senior;International;;
rasmus-schuller;Rasmus Schuller;5' 10";154 lbs;6.18.1991 (33);Espoo, Finland;Midfielder;;;;;
raul-gudino;Raúl Gudiño;6' 5";179 lbs;4.22.1996 (28);Guadalajara, Mexico;Goalkeeper;Right;Senior;;Goalkeeper;Unknown
raul-aguilera-jr;Raul Aguilera Jr.;5' 10";161 lbs;8.2.1999 (25);Sanford, FL USA;Midfielder;;Supplemental Slots 29-30;Homegrown;Unknown;Unknown
raul-rodriguez;Raul Rodriguez;6' 0";165 lbs;9.23.1987 (37);Barcelona, Spain;Defender;;;;;
ray-goodlett;Ray Goodlett;5' 10";161 lbs;11.20.1976 (48);Olney, MD USA;Defender;;;;;
raul-ruidiaz;Raúl Ruidíaz;5' 7";143 lbs;7.25.1990 (34);Lima, Peru;Forward;Right;Senior;Designated Player;Unknown;Unknown
rayan-raveloson;Rayan Raveloson;6';161 lbs;1.16.1997 (28);Anosibe Ifanja, Madagascar;Midfielder;Right;Senior;International;Unknown;Unknown
rauwshan-mckenzie;Rauwshan McKenzie;6' 1";185 lbs;11.19.1986 (38);Hartford, CT USA;Defender;;;;;
ray-burse;Ray Burse;6' 1";194 lbs;10.2.1984 (40);Frankfort, KY USA;Goalkeeper;;;;;
ravel-morrison;Ravel Morrison;5' 9";157 lbs;2.2.1993 (32);Manchester, England;Midfielder;Right;Senior;International;Attacking Midfielder;Centre
raymon-gaddis;Raymon Gaddis;5' 9";143 lbs;1.13.1990 (35);Indianapolis, USA;Defender;Right;Senior;;Full Back;Left/Right
raul-palacios;Raul Palacios;5' 6";161 lbs;10.30.1976 (48);Santiago, Chile;Midfielder;;;;;
raymond-lee;Raymond Lee;5' 11";174 lbs;2.7.2020 (5);Kansas City, MO USA;Defender;;;;;
reggie-cannon;Reggie Cannon;5' 11";163 lbs;6.11.1998 (26);Chicago, IL, USA;Defender;;;;;
real-gill;Real Gill;5' 7";161 lbs;1.23.2003 (22);Port of Spain, Trinidad and Tobago;Midfielder;Right;;;;
reagan-dunk;Reagan Dunk;5' 11";170 lbs;2.7.1994 (31);Dallas, TX USA;Defender;;;;;
refik-sabanadzovic;Refik Sabanadzovic;5' 11";165 lbs;1.1.0001 (2024);Belgrade, Yugoslavia;Midfielder;;;;;
reed-baker-whiting-x4772;Reed Baker-Whiting;5' 11";154 lbs;3.31.2005 (20);Seattle, WA, USA;Midfielder;;Supplemental Slots 29-30;Homegrown;;
razvan-cocis;Razvan Cocis;5' 11";161 lbs;2.19.1983 (42);Slatina, Romania;Midfielder;;;;;
reginald-pierre-jerome;Reginald Pierre-Jerome;;;1.1.0001 (2024);;Goalkeeper;;;;;
rece-buckmaster;Rece Buckmaster;5' 8";146 lbs;7.7.1996 (28);, IN USA;Defender;;;;Unknown;Unknown
reggie-lambe;Reggie Lambe;5' 7";152 lbs;2.4.1991 (34);Hamilton, Bermuda;Midfielder;Right;;;Defensive Midfielder;Centre
reid-fisher;Reid Fisher;;;5.26.2004 (20);;Defender;;;;;
remi-cabral;Remi Cabral;6' 0";174 lbs;7.10.1999 (25);unknown, France;Midfielder;;;;Unknown;Unknown
renzo-zambrano;Renzo Zambrano;5' 7";150 lbs;8.26.1994 (30);Aragua de Maturín, Venezuela;Midfielder;Right;Supplemental Slots 21-24;;Unknown;Unknown
rene-ortiz;Rene Ortiz;5' 9";154 lbs;1.1.0001 (2024);Los Angeles, CA USA;Defender;;;;;
rey-ortiz;Rey Ortiz;5' 5";135 lbs;1.6.1997 (28);Acapulco, Mexico;Midfielder;;;;Unknown;Unknown
reto-ziegler;Reto Ziegler;6' 0";176 lbs;1.16.1986 (39);Geneva, Switzerland;Defender;;Senior;International;;
rene-corona;Rene Corona;5' 7";165 lbs;8.17.1984 (40);Corona, CA USA;Midfielder;;;;;
rey-angel-martinez;Rey Angel Martinez;6' 1";161 lbs;5.13.1980 (44);La Habana, Cuba;Forward;;;;;
rennico-clarke;Rennico Clarke;6' 4";194 lbs;8.27.1995 (29);Kingston, Jamaica;Defender;;;;;
remi-walter;Rémi Walter;5' 9";159 lbs;4.26.1995 (29);Essey-les-Nancy, France;Midfielder;Left;Senior;;;
reid-roberts;Reid Roberts;6' 1";179 lbs;12.9.2003 (21);Fort Collins, CO, USA;Defender;;;;;
ricardinho;Ricardo Alves Pereira;5' 10";154 lbs;8.8.1988 (36);Sinop, Brazil;Forward;;;;;
ricardo-perez;Ricardo Perez;5' 8";161 lbs;5.30.1995 (29);Ciudad Juarez, Mexico;Midfielder;;;;;
ricardo-iribarren;Ricardo Iribarren;6' 1";174 lbs;1.1.0001 (2024);La Plata, Argentina;Defender;;;;;
ricardo-pierre-louis;Ricardo Pierre-Louis;6' 1";181 lbs;11.2.1984 (40);Leogane, Haiti;Forward;;;;;
rhett-harty;Rhett Harty;6' 1";174 lbs;3.8.1970 (55);Pasadena, CA USA;Defender;;;;;
ricardo-bautista;Ricardo Bautista;;;1.1.2008 (17);;Midfielder;;;;;
ricardo-clark;Ricardo Anthony Clark;5' 10";161 lbs;2.10.1983 (42);Atlanta, GA USA;Midfielder;;;;;
ricardo-montenegro;Ricardo Montenegro;;;9.23.2004 (20);;Midfielder;;;;;
ricardo-pepi;Ricardo Pepi;6' 1";163 lbs;1.9.2003 (22);El Paso, TX USA;Forward;Right;;Homegrown;Unknown;Unknown
ricardo-phillips;Ricardo Phillips;5' 7";154 lbs;1.31.1975 (50);Panama City, Panama;Midfielder;;;;;
ricardo-villar;Ricardo Villar;5' 9";163 lbs;8.11.1979 (45);São Paulo, Brazil;Midfielder;;;;;
richard-farrer;Richard Farrer;6' 0";174 lbs;4.9.1971 (53);Johannesburg, South Africa;Defender;;;;;
ricard-puig-marti;Riqui Puig;5' 7";123 lbs;8.13.1999 (25);Matadepera, Spain;Midfielder;Right;Senior;International, Designated Player;;
ricardo-velazco;Ricardo Velazco;5' 7";152 lbs;5.26.1993 (31);Casa Grande, AZ AZ;Forward;;;Homegrown;Unknown;Unknown
richard-gough;Richard Gough;6' 3";185 lbs;1.1.0001 (2024);Glasgow, Scotland;Defender;;;;;
richard-eckersley;Richard Eckersley;6' 0";170 lbs;3.12.1989 (36);Salford, England;Defender;;;;;
richard-mulrooney;Richard Mulrooney;5' 9";161 lbs;11.3.1976 (48);Memphis, TN USA;Defender;;;;;
ricardo-virtuoso;Ricardo Virtuoso;5' 8";154 lbs;3.1.1984 (41);Guarapuava, Brazil;Forward;;;;;
richard-goulooze;Richard Goulooze;6' 0";181 lbs;1.1.0001 (2024);Amsterdam, Netherlands;Defender;;;;;
ricci-greenwood;Ricci Greenwood;6' 2";190 lbs;8.8.1973 (51);Seattle, WA USA;Midfielder;;;;;
rich-asante;Rich Asante;5' 4";146 lbs;7.24.1984 (40);;Midfielder;;;;;
rich-balchan;Rich Balchan;6' 0";165 lbs;1.18.1989 (36);Ann Arbor, MI USA;Defender;;;;;
richard-weiszmann;Richard Weiszmann;6' 1";170 lbs;4.8.1972 (52);Bratislava, Czech Republic;Defender;;;;;
richard-odada;Richard Odada;6' 3";;11.25.2000 (24);;Midfielder;;Senior;International;Defensive Midfielder;Centre
richie-marquez;Richie Marquez;6' 2";185 lbs;5.26.1992 (32);Pomona, CA USA;Defender;;;;;
richie-laryea;Richie Laryea;5' 9";150 lbs;1.7.1995 (30);Toronto, ON, Canada;Defender;Right;Senior;;;
richard-sanchez;Richard Sánchez;6' 3";181 lbs;4.5.1994 (31);Mission Hills, CA USA;Goalkeeper;Right;Supplemental Slots 21-24;;Goalkeeper;Unknown
rich-cullen;Rich Cullen;6' 0";185 lbs;5.12.1978 (46);;Goalkeeper;;;;;
richard-sharpe;Richard Sharpe;6' 2";181 lbs;1.1.0001 (2024);Wokingham, England;Forward;;;;;
richie-baker;Richie Baker;5' 7";154 lbs;4.17.1980 (44);Dublin, Ireland;Midfielder;;;;;
ricky-schramm;Ricky Schramm;5' 11";165 lbs;10.26.1985 (39);Roseland, NY USA;Forward;;;;;
rida-zouhir;Rida Zouhir;5' 10";161 lbs;11.23.2003 (21);Montreal, QC, Canada;Midfielder;;Supplemental Slots 29-30;Homegrown;;
riley-lynch;Riley Lynch;;;1.2.2003 (22);Chandler, AZ, USA;Forward;;;;;
ricky-lewis;Eric Lewis;6' 0";170 lbs;5.29.1982 (42);Houston, TX USA;Defender;;;;;
ritchie-kotschau;Richard Scott Kotschau;5' 10";181 lbs;11.22.1975 (49);Mineola, NY USA;Defender;;;;;
richie-williams;Richie Williams;5' 5";146 lbs;6.3.1970 (54);New York, NY USA;;;;;;
rio-hope-gund-x0557;Rio Nathaniel Hope-Gund;6' 0";179 lbs;8.20.1999 (25);New York City, USA;Defender;;Supplemental Slots 25-28;;;
riley-thomas;Riley Thomas;;;3.15.2002 (23);;Defender;;;;;
rick-titus;Rick Titus;6' 1";174 lbs;1.1.0001 (2024);Mississauga, Ontario Canada;Defender;;;;;
ricky-lopez-espin;Ricky Lopez-Espin;6' 2";201 lbs;12.2.1995 (29);;Forward;;;;;
rivers-guthrie;Rivers Guthrie;6' 2";185 lbs;9.25.1972 (52);Charlotte, NC USA;Midfielder;;;;;
rj-allen;RJ Allen;5' 11";165 lbs;4.17.1990 (34);Staten Island, NY USA;Defender;;;;;
robby-fulton;Robby Fulton;6' 3";194 lbs;6.2.1982 (42);;Goalkeeper;;;;;
robbie-robinson;Robbie Robinson;5' 7";161 lbs;12.17.1998 (26);unknown, USA;Forward;;Senior;;Striker;Centre
robbie-rogers;Robbie Rogers;5' 10";165 lbs;5.12.1987 (37);Huntington Beach, CA USA;Defender;;;;;
robbie-keane;Robbie Keane;5' 9";161 lbs;7.8.1980 (44);Dublin, Ireland;Forward;;;Designated Player;;
robbie-findley;Robbie Findley;5' 9";165 lbs;8.4.1985 (39);Phoenix, AZ USA;Forward;;;;;
robbie-russell;Robbie Russell;6' 2";205 lbs;7.16.1979 (45);Accra, Ghana;Defender;;;;;
roald-mitchell;Roald Mitchell;6' 1";161 lbs;1.13.2003 (22);Montclair, NJ, USA;Forward;;Supplemental Slots 25-28;Homegrown;;
robert-beric;Robert Beric;6' 2";183 lbs;6.17.1991 (33);Krsko, Slovenia;Forward;Both;Senior;Designated Player;Striker;Centre
robert-castellanos;Robert Castellanos;6' 2";192 lbs;5.11.1998 (26);Palmdale, CA, USA;Defender;;Senior;;;
robert-earnshaw;Robert Earnshaw;5' 8";161 lbs;6.9.1981 (43);Mufulira, Zambia;Forward;;;;;
roberto-donadoni;Roberto Donadoni;5' 9";161 lbs;1.1.0001 (2024);Bergamo, Italy;Midfielder;;;;;
roberto-dominguez;Roberto Domínguez;6' 1";179 lbs;6.9.1997 (27);Chalatenango, El Salvador;Defender;Right;;;Unknown;Unknown
robert-casner;Robert Casner;5' 11";174 lbs;9.28.1994 (30);Mountain View, CA USA;Forward;;;;;
roberto-mina;Roberto Mina;6' 0";198 lbs;11.7.1984 (40);Guayaquil, Ecuador;Forward;;;;;
roberto-brown;Roberto Brown;6' 1";168 lbs;7.15.1977 (47);Panama City, Panama;Forward;;;;;
roberto-linck;Roberto Linck;6' 1";163 lbs;1.1.0001 (2024);Cachoeira do Sul , Brazil;Forward;;;;;
roberto-nurse;Roberto Antonio Nurse;6' 2";183 lbs;12.16.1983 (41);Mexico City, Mexico;Forward;;;;;
roberto-gaucho;Roberto Gaucho;5' 11";174 lbs;1.1.0001 (2024);Santa Rosa, Brazil;Forward;;;;;
robert-turdean;Robert Turdean;5' 7";135 lbs;1.14.2010 (15);Niles, IL, USA;Midfielder;;;;;
robert-voloder;Robert Voloder;6' 1";174 lbs;5.9.2001 (23);Frankfurt am Main, Germany;Defender;Left;Senior;International, U22 Initiative;;
robin-fraser;Robin Fraser;6' 1";174 lbs;1.1.0001 (2024);Kingston, Jamaica;Defender;;;;;
rob-friend;Rob Friend;6' 5";205 lbs;1.23.1981 (44);Rosetown, SK Canada;Forward;;;;;
